can_dm,can_media_tag,created_at,default_profile,default_profile_image,description,description_urls,fast_followers_count,favourites_count,followers_count,following_count,has_custom_timelines,id,is_blue_verified,is_translator,listed_count,location,media_count,name,normal_followers_count,pinned_tweet_ids,possibly_sensitive,profile_banner_url,profile_image_url,protected,screen_name,statuses_count,translator_type,url,urls,verified,want_retweets
True,False,Fri Dec 11 22:49:10 +0000 2009,False,False,"The most trusted source of fast, accurate, unbiased news. Follow @GO_Breaking, Telegram: https://t.co/ZEL8f11UrY Email: office@garoweonline.com",https://t.me/garoweonline,0,498,153288,110,False,96224067,True,False,428,,28553,GAROWE ONLINE,153288,1841394072361034209,False,https://pbs.twimg.com/profile_banners/96224067/1681715380,https://pbs.twimg.com/profile_images/1647859801769033732/cVIZgVQc_normal.jpg,False,GaroweOnline,42810,none,https://t.co/vTjjYEGrSL,http://www.garoweonline.com,False,False
False,True,Wed Aug 11 15:02:27 +0000 2021,True,False,ያልጠፋነው ከእግዚአብሔር ቸርነት የተነሳ ነው,None,0,18940,3566,2008,False,1425472539812302859,False,False,0,Ethiopia ,1199,Molla Dagnew,3566,None,False,https://pbs.twimg.com/profile_banners/1425472539812302859/1659036550,https://pbs.twimg.com/profile_images/1656240604592963586/8bIZssQT_normal.jpg,False,Dagnew1Molla,7440,none,None,None,False,False
True,False,Mon Apr 23 20:09:24 +0000 2018,True,False,#somaliland 1st 🔱pure #somalilander 🔱against Oppression🔰🍑💚(views are my own) future president ♧entrepreneur♧,None,0,11348,2113,919,True,988510170211930112,False,False,1,Republic of somaliland,1265,EngNajaah💪🏼🇵🇸,2113,1582275227702112256,False,https://pbs.twimg.com/profile_banners/988510170211930112/1666122610,https://pbs.twimg.com/profile_images/1826146163029868544/7_iaJtsE_normal.jpg,False,Najooha69,13662,none,None,None,False,False
True,True,Wed Aug 14 15:29:24 +0000 2013,True,False,Ethiopia is my love,None,0,75001,18966,669,True,1670783786,True,False,106,,14299,Elizabeth Altaye,18966,None,False,https://pbs.twimg.com/profile_banners/1670783786/1463793916,https://pbs.twimg.com/profile_images/1653011784205213699/K0Nj2htF_normal.jpg,False,AltayeEthiopia,153661,none,None,None,False,False
False,False,Wed Jul 17 10:30:08 +0000 2019,True,False,,None,0,402,82,141,False,1151438928626556928,False,False,0,Somalia,141,somali patriot🩸,82,None,False,None,https://pbs.twimg.com/profile_images/1825706320734871553/oV-FqYBl_normal.jpg,False,oromslayer,1418,none,None,None,False,False
False,True,Tue Mar 26 17:37:30 +0000 2024,True,False,Certified xoogster,None,0,4200,139,256,False,1772679234080722944,False,False,1,63rd,365,🏴‍☠️ عبدالله,139,1823117145443807629,False,https://pbs.twimg.com/profile_banners/1772679234080722944/1723496997,https://pbs.twimg.com/profile_images/1823048682347925504/SOMcw2pL_normal.jpg,False,xoogsalafist,1066,none,None,None,False,False
True,True,Fri Sep 16 07:35:18 +0000 2022,True,False,A country's greatness lies in its undying ideals of love and sacrifice that inspire the mothers of the race.,None,0,8154,5376,940,False,1570677611566698497,False,False,1,🇪🇹,2460,Hannaa Abdisa,5376,None,False,https://pbs.twimg.com/profile_banners/1570677611566698497/1663315844,https://pbs.twimg.com/profile_images/1738656381350051840/84vbyCp-_normal.jpg,False,HannaaLido,8924,none,https://t.co/jFR8Uze8k7,https://ethiopiantruth.com,False,False
True,True,Tue Mar 20 14:08:22 +0000 2012,True,False,"I stand for PEACE 🇪🇷🇨🇭 (YouTube Channel: G.Drar)
MSc II Investor II Business Owner II YouTuber II Entrepreneur II Financial Expert II Author II",None,0,662,14056,410,True,531273307,True,False,9,Switzerland,416,G. Drar,14056,None,False,https://pbs.twimg.com/profile_banners/531273307/1715192175,https://pbs.twimg.com/profile_images/1649521115692236800/BH21_LnI_normal.jpg,False,gdrarr,480,none,https://t.co/DN47Wx1vLF,https://drarhiwet.com/,False,False
False,True,Sun Mar 14 17:28:50 +0000 2021,True,False,,None,0,10847,366,1193,False,1371151277309181959,False,False,0,,2,Чарли,366,None,False,None,https://pbs.twimg.com/profile_images/1823723414697250816/B1KQ2r6J_normal.jpg,False,abakumuf,892,none,None,None,False,False
True,False,Thu May 05 08:51:19 +0000 2016,True,False,"Proud ✝️⛪️🦅 🇪🇹n. 
Positive Enegry and good vibes!",None,0,5621,5489,616,True,728145033535234048,True,False,4,Ethiopia ,1670,Ab_Amhara,5489,1760953628615970931,False,https://pbs.twimg.com/profile_banners/728145033535234048/1651567665,https://pbs.twimg.com/profile_images/1837157437876387840/P9uZPip6_normal.jpg,False,AK_Amhara,22895,none,None,None,False,False
False,True,Mon Mar 27 08:40:31 +0000 2023,True,False,"As the central bank of Ethiopia, we work to ensure price stability and the safety and soundness of financial institutions.",None,0,147,13621,15,False,1640272412926267393,True,False,15,"Addis Ababa, Ethiopia",138,National Bank of Ethiopia,13621,None,False,https://pbs.twimg.com/profile_banners/1640272412926267393/1679941417,https://pbs.twimg.com/profile_images/1640415591268769793/Lb7vDrvp_normal.png,False,NBEthiopia,186,none,https://t.co/aFwm3Db3Zz,https://nbe.gov.et/,False,False
False,True,Mon Sep 20 08:05:18 +0000 2010,False,False,Sputnjik je novinska agencija koja prikazuje višepolarni svet. Govorimo ono što drugi prećutkuju. https://t.co/2Dyzoynup8,http://lat.sputnikportal.rs,0,202,31574,102,True,192829567,True,False,216,"Moskva, Zubovski bulevar, 4.",136225,Sputnik Србијa,31574,1840647078898209172,False,https://pbs.twimg.com/profile_banners/192829567/1715334385,https://pbs.twimg.com/profile_images/1788858061039222784/OZlzwh4m_normal.jpg,False,rs_sputnik,311118,none,https://t.co/gfXUNEOOdt,https://sputnikportal.rs/,False,False
False,False,Thu Jul 15 21:44:37 +0000 2021,True,False,Analyst and Independent commentator on/Horn/international politics and international Affairs #CoffeeHolic/ authentic soul/views my own-,None,0,4156,8355,1096,True,1415789279029178374,True,False,2,,1407,Chakham X,8355,None,False,https://pbs.twimg.com/profile_banners/1415789279029178374/1668255927,https://pbs.twimg.com/profile_images/1598908341882945538/hZH3Y9OJ_normal.jpg,False,Eyob_Belachew33,2954,none,None,None,False,False
False,True,Tue Sep 10 20:27:39 +0000 2024,True,False,Combat Veteran (Afghanistan).🪖 M.A. in military history.🎓 Bibliophile.📚,None,0,230,34,22,False,1833603102756274177,False,False,0,"South Carolina, USA",77,Shield and Musket,34,None,False,https://pbs.twimg.com/profile_banners/1833603102756274177/1726175852,https://pbs.twimg.com/profile_images/1834549455762137088/C9TNOVgE_normal.jpg,False,ShieldandMusket,105,none,None,None,False,False
True,True,Fri Feb 10 23:38:07 +0000 2023,True,False,The #1 Source For Crazy On  𝕏,None,0,110,57404,4,False,1624190963240534017,False,False,60,Turn Notifications On 🔔,95,HoodSZN 💰,57404,1841507160934482029,False,https://pbs.twimg.com/profile_banners/1624190963240534017/1727465657,https://pbs.twimg.com/profile_images/1839749274080288768/Ca3NETu9_normal.jpg,False,HooddSZN,198,none,None,None,False,False
False,False,Thu Jul 15 21:44:37 +0000 2021,True,False,Analyst and Independent commentator on/Horn/international politics and international Affairs #CoffeeHolic/ authentic soul/views my own-,None,0,4156,8355,1096,True,1415789279029178374,True,False,2,,1407,Chakham X,8355,None,False,https://pbs.twimg.com/profile_banners/1415789279029178374/1668255927,https://pbs.twimg.com/profile_images/1598908341882945538/hZH3Y9OJ_normal.jpg,False,Eyob_Belachew33,2954,none,None,None,False,False
True,True,Wed Jan 28 15:29:55 +0000 2015,False,False,"“Intro-Spective” on view until January 26th 2025, at Francisco Carolinum museum (@ooeculture)",None,0,97241,87607,7515,True,3003398068,True,False,1074,New York,1663,justinaversano,87607,1830984320196247687,False,https://pbs.twimg.com/profile_banners/3003398068/1725490989,https://pbs.twimg.com/profile_images/1824891768648998912/Tfv4yAGt_normal.jpg,False,justinaversano,23295,none,https://t.co/85Jzc2e8RC,http://justinaversano.com,False,False
True,False,Tue Jun 27 17:40:08 +0000 2023,True,False,"ነጻነት ለህዝባችን - ብልጽግና ለአገራችን!

Bilisummaan uummata keenyaaf - badhaadhinni biyya keenyaaf!

Freedom to our People – Prosperity to our Nation!",None,0,19812,1601,1182,False,1673747869705093120,False,False,2,Harar ,7498,Kedir Mustefa🇪🇹,1601,1830241951125291472,False,https://pbs.twimg.com/profile_banners/1673747869705093120/1720801269,https://pbs.twimg.com/profile_images/1838216475200385024/XAf8yvk5_normal.jpg,False,kedirmustefa279,9633,none,https://t.co/88MMcWelCj,http://youtube.com,False,False
False,True,Thu Dec 24 03:27:48 +0000 2020,True,False,የአማራ ህዝብ አንድነቱን ጠብቆ ታላቅ ህዝብ እንዲሆን መታገል።Amhara's enemies do not sleep.Neither do we.,None,0,11479,2332,5019,True,1341948583327780865,False,False,1,"California, USA",763,የአማራ ፋኖ አንድነት ንቅናቄ በአርማጭሆ ፣ጎንደር።,2332,None,False,https://pbs.twimg.com/profile_banners/1341948583327780865/1675495393,https://pbs.twimg.com/profile_images/1770479788634910720/B2O4UVkc_normal.jpg,False,SWondyifraw,10138,none,None,None,False,False
False,True,Mon Oct 25 11:30:49 +0000 2010,False,False,"Official Twitter of the Embassy of Israel to Ethiopia, Burundi & the AU. Promoting diplomatic relations, economic growth & friendship.
#BringThemHome 🎗",None,0,2067,20919,1151,True,207465808,True,False,99,"Addis Ababa, Ethiopia",1018,Israel in Ethiopia,20919,None,False,https://pbs.twimg.com/profile_banners/207465808/1720291679,https://pbs.twimg.com/profile_images/1809998875073069056/EDIMAok1_normal.jpg,False,IsraelinET,4023,none,https://t.co/nzUsJA1mrK,http://www.mfa.gov.il,False,False
False,True,Sun Mar 15 05:17:08 +0000 2009,False,False,"The Voice of the new black media. Philosophy if Marcus Garvey, Malcolm X, Fannie Lou Hamer, Dr. Frances Cress Welsing. $Dijani2020.",None,0,387885,85890,2375,True,24491044,True,False,573,,58791,Don Salmon,85890,1671407986663907328,False,https://pbs.twimg.com/profile_banners/24491044/1645761513,https://pbs.twimg.com/profile_images/1826511339143241728/PyJda9H4_normal.jpg,False,dijoni,362354,none,None,None,False,False
True,True,Wed Aug 21 16:41:22 +0000 2019,True,False,purely iconic,None,0,839,376421,5499,True,1164215878524788736,True,False,175,,1152,Elsa Majimbo,376421,1741112627718398430,False,https://pbs.twimg.com/profile_banners/1164215878524788736/1725596337,https://pbs.twimg.com/profile_images/1832485151529693187/jdymJRUV_normal.jpg,False,ElsaAngel19,4318,none,None,None,False,False
False,True,Tue Mar 20 17:46:05 +0000 2007,False,False,"Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a",http://rwn.app.link/social,0,727,25694981,1234,True,1652541,True,False,137170,Around the world,931287,Reuters,25694981,None,False,https://pbs.twimg.com/profile_banners/1652541/1573687397,https://pbs.twimg.com/profile_images/1793009465060372480/iNK3rOcu_normal.jpg,False,Reuters,1188276,regular,https://t.co/U9AvHD5r3e,http://www.reuters.com,False,False
False,False,Thu Jul 15 21:44:37 +0000 2021,True,False,Analyst and Independent commentator on/Horn/international politics and international Affairs #CoffeeHolic/ authentic soul/views my own-,None,0,4156,8355,1096,True,1415789279029178374,True,False,2,,1407,Chakham X,8355,None,False,https://pbs.twimg.com/profile_banners/1415789279029178374/1668255927,https://pbs.twimg.com/profile_images/1598908341882945538/hZH3Y9OJ_normal.jpg,False,Eyob_Belachew33,2954,none,None,None,False,False
False,True,Sat Sep 02 18:26:16 +0000 2023,True,False,,None,0,881,2041,151,False,1698039619336495104,True,False,2,Luxembourg,811,Ethio-Chronicles,2041,None,False,https://pbs.twimg.com/profile_banners/1698039619336495104/1699385871,https://pbs.twimg.com/profile_images/1698039698306830336/O5XisO6I_normal.jpg,False,Chronicles2023,3162,none,None,None,False,False
False,True,Tue Mar 20 17:46:05 +0000 2007,False,False,"Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: https://t.co/KO0QFy0d3a",http://rwn.app.link/social,0,727,25694981,1234,True,1652541,True,False,137170,Around the world,931287,Reuters,25694981,None,False,https://pbs.twimg.com/profile_banners/1652541/1573687397,https://pbs.twimg.com/profile_images/1793009465060372480/iNK3rOcu_normal.jpg,False,Reuters,1188276,regular,https://t.co/U9AvHD5r3e,http://www.reuters.com,False,False
True,False,Mon Oct 29 17:13:10 +0000 2018,True,False,"Interested in History, Strategy (MA) GeoPolitics, Facts should define the Narrative, the Narrative shouldn’t define the facts. Think for Yourself.",None,0,60438,156501,4899,True,1056957124046143495,True,False,1095,,6286,Chay Bowes,156501,1676157771497222147,False,https://pbs.twimg.com/profile_banners/1056957124046143495/1675704612,https://pbs.twimg.com/profile_images/1590158638814986242/fdocxv35_normal.jpg,False,BowesChay,20632,none,None,None,False,False
False,True,Mon Sep 06 11:29:35 +0000 2021,True,False,"NEVER DEPEND
ON OTHERS.🇪🇹🇪🇹🇪🇹 
#Nature #Animals #rainonroof",None,0,155264,22300,0,True,1434840995418492931,False,False,5,,18956,ETHIOPIA 🇪🇹🇪🇹🇪🇹 🇪🇹🇪🇹🇪🇹 🇪🇹🇪🇹🇪🇹,22300,1563144878233915396,False,https://pbs.twimg.com/profile_banners/1434840995418492931/1651983290,https://pbs.twimg.com/profile_images/1689117035140165632/DPmVayy5_normal.jpg,False,A86988691,168255,none,None,None,False,False
True,True,Thu Dec 29 13:47:56 +0000 2022,True,False,,None,0,0,509923,0,True,1608459779239706627,True,False,1139,Nowhere,3518,Shadow of Ezra,509923,1684651698067816448,False,https://pbs.twimg.com/profile_banners/1608459779239706627/1672321794,https://pbs.twimg.com/profile_images/1608460256752926720/ouO0x9-k_normal.jpg,False,ShadowofEzra,3777,none,https://t.co/m8Dnga3fT0,http://t.me/ShadowofEzra,False,False
False,False,Sat Mar 13 09:46:54 +0000 2021,True,False,#TigrayGenocide #EritreaOutofTigray #CallltAGenocide #Justice4TigraysWomenAndGirls #StopTigrayFamine #Justice4Tigray,None,0,18,10008,0,True,1370672667263705089,True,False,2,Sweden 🇸🇪,3762,Zewdi Abraha,10008,1607698828500828162,False,https://pbs.twimg.com/profile_banners/1370672667263705089/1720114033,https://pbs.twimg.com/profile_images/1841181179489243137/RSUr_On4_normal.jpg,False,Zewdiabraha12,1084298,none,https://t.co/DyghI2UHz2,https://mobile.x.com/Omnatigray,False,False
True,False,Sun Feb 14 03:11:09 +0000 2021,True,False,May الله free galbeed and lower jubaland (NFD),None,0,983,21,32,True,1360788588368072710,False,False,1,Buuq Free,77,Haashi,21,None,False,https://pbs.twimg.com/profile_banners/1360788588368072710/1727121701,https://pbs.twimg.com/profile_images/1840314109767692288/CoOIkwSS_normal.jpg,False,basedajuran,688,none,None,None,False,False
False,True,Tue May 28 16:08:54 +0000 2024,True,False,,None,0,4509,139,180,False,1795487357199613952,False,False,0,,929,qsseenn2024,139,None,False,https://pbs.twimg.com/profile_banners/1795487357199613952/1716915133,https://pbs.twimg.com/profile_images/1795487670220554240/1kPXguxZ_normal.jpg,False,qsseenn20235827,5126,none,None,None,False,False
True,True,Wed Mar 09 09:47:54 +0000 2011,False,False,Facebook: https://t.co/LtxsDPwwsg Telegram: https://t.co/PRwcaB3Nz6 YouTube: https://t.co/TLUTEM8u9R,"https://www.facebook.com/AddisstandardEng,https://t.me/AddisstandardEng,http://youtube.com/c/addisstandard",0,10045,440582,2553,True,263074291,True,False,862,Ethiopia,13667,Addis Standard,440582,None,False,https://pbs.twimg.com/profile_banners/263074291/1611226334,https://pbs.twimg.com/profile_images/3112290423/0460bc76904a0d855bc21fe7abb06852_normal.jpeg,False,addisstandard,60560,none,https://t.co/zeUHoExAy6,http://addisstandard.com,False,False
True,True,Thu Apr 23 20:05:17 +0000 2009,False,False,"The first word in business news. 
Singapore newsletter: https://t.co/RtyaUOej3d
Newsletters: https://t.co/nWaCxHTiks 
Podcasts: https://t.co/096e9xMJF7","https://bloom.bg/singapore,http://bloom.bg/newsletters,http://bloom.bg/podcasts",0,4344,9534758,92,True,34713362,True,False,71198,New York and the World,315225,Bloomberg,9534758,None,False,https://pbs.twimg.com/profile_banners/34713362/1715595707,https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_normal.jpg,False,business,1103365,none,https://t.co/bFEYDg8UQy,http://bloomberg.com,False,False
True,True,Wed Dec 11 04:11:44 +0000 2019,True,False,"Thiết Kế Kiến Trúc | Xây Dựng | Bất Động Sản | 🏡 Philosophy of life | Global hot news | Latest images, videos in many different fields and more…",None,0,116982,18893,4708,False,1204614537120403456,False,False,30,,4545,nhaTOT,18893,1841086532381524236,False,https://pbs.twimg.com/profile_banners/1204614537120403456/1698472470,https://pbs.twimg.com/profile_images/1841506195674472448/Vhrf8jEW_normal.jpg,False,360nhatot,39939,none,https://t.co/QCNN3ClqN2,https://youtube.com/@360nhaTOT,False,False
False,True,Wed Dec 06 13:11:47 +0000 2023,True,False,"ከእለታት one day
@Arsenal",None,0,1624,421,468,False,1732387255006724096,False,False,0,Ethiopia,131,ልጅ-Menge :Ethiopia,421,1834473217915850957,False,https://pbs.twimg.com/profile_banners/1732387255006724096/1727191592,https://pbs.twimg.com/profile_images/1825415634521309184/kT-DJHv-_normal.jpg,False,EneyewMeng38018,242,none,None,None,False,False
True,True,Mon Aug 24 19:22:03 +0000 2015,True,False,"Founder & chairman of RJA, a non-profit org. advocates:-environmental, social & political justice reforms in HOA. A politician & candidate 4 the JLS presidency.",None,0,1659,4117,5427,False,3438301803,False,False,5,"Mogadishu, Somalia.",2785,Dhr. Yusuf Duale,4117,1840739820416475451,False,https://pbs.twimg.com/profile_banners/3438301803/1715895337,https://pbs.twimg.com/profile_images/1840741110487875584/sEVLwEN-_normal.jpg,False,shandarmood,9928,none,https://t.co/dbEpPmximq,http://facebook.com/sharlagamahadi,False,False
False,False,Thu Jul 15 21:44:37 +0000 2021,True,False,Analyst and Independent commentator on/Horn/international politics and international Affairs #CoffeeHolic/ authentic soul/views my own-,None,0,4156,8355,1096,True,1415789279029178374,True,False,2,,1407,Chakham X,8355,None,False,https://pbs.twimg.com/profile_banners/1415789279029178374/1668255927,https://pbs.twimg.com/profile_images/1598908341882945538/hZH3Y9OJ_normal.jpg,False,Eyob_Belachew33,2954,none,None,None,False,False
False,True,Tue Aug 18 04:10:21 +0000 2009,False,False,"World Wide News Leader, in Arabic",None,0,4792,13418780,186,True,66591836,True,False,10819,"Dubai, United Arab Emirates",55300,CNN بالعربية,13418780,None,False,https://pbs.twimg.com/profile_banners/66591836/1696833077,https://pbs.twimg.com/profile_images/1612754965872742400/DPq6E7Wh_normal.jpg,False,cnnarabic,273120,none,https://t.co/p8Xh7TPTss,https://arabic.cnn.com/,False,False
True,True,Tue Mar 20 14:08:22 +0000 2012,True,False,"I stand for PEACE 🇪🇷🇨🇭 (YouTube Channel: G.Drar)
MSc II Investor II Business Owner II YouTuber II Entrepreneur II Financial Expert II Author II",None,0,662,14056,410,True,531273307,True,False,9,Switzerland,416,G. Drar,14056,None,False,https://pbs.twimg.com/profile_banners/531273307/1715192175,https://pbs.twimg.com/profile_images/1649521115692236800/BH21_LnI_normal.jpg,False,gdrarr,480,none,https://t.co/DN47Wx1vLF,https://drarhiwet.com/,False,False
False,True,Fri Apr 28 21:58:58 +0000 2023,True,False,,None,0,782,63,78,False,1652069665475026945,False,False,0,"Texas, USA",31,Name,63,None,False,None,https://pbs.twimg.com/profile_images/1835774000590401536/xvrEUbWk_normal.jpg,False,Lijyossef,239,none,None,None,False,False
False,True,Sun Apr 12 17:39:08 +0000 2020,True,False,🌍 Discover Africa through data-driven insights 📊 | View clips and learn facts about this amazing continent | Data Analyst | MUFC,None,0,63160,6716,898,False,1249391552981544961,True,False,25,"Cape Town, South Africa",2779,AfriStats and Polls 📊,6716,1841387696037527950,False,https://pbs.twimg.com/profile_banners/1249391552981544961/1716724278,https://pbs.twimg.com/profile_images/1796255258471018496/gSrToYcd_normal.jpg,False,afristats_polls,35518,none,None,None,False,False
True,True,Sat Jul 09 22:13:42 +0000 2022,True,False,Data Analyst • Data Engineer • Content Creator • Google WTM Ambassador  • +120k Linkedin💼: https://t.co/0ioWJTcv6D,http://linkedin.com/in/ginacostag,0,34348,26687,347,False,1545893857556037632,True,False,323,Learn AI for FREE 👉,2758,Gina Acosta,26687,1841327314287931885,False,https://pbs.twimg.com/profile_banners/1545893857556037632/1707421649,https://pbs.twimg.com/profile_images/1772339187611578369/Y7-dvigc_normal.jpg,False,ginacostag_,16618,none,https://t.co/DimOBEK7nt,https://bit.ly/HorizonAI_,False,False
False,True,Thu Aug 07 12:41:01 +0000 2008,False,False,"The Nelson Mandela Foundation contributes to a just society by promoting the values, vision and work of our Founder. Follows/RTs/Likes ≠ Endorsements",None,0,10491,1544069,27918,True,15762708,True,False,4042,"Houghton, South Africa",15888,NelsonMandela,1544069,None,False,https://pbs.twimg.com/profile_banners/15762708/1726566852,https://pbs.twimg.com/profile_images/1755569929288343552/chI_YRyi_normal.jpg,False,NelsonMandela,24190,none,https://t.co/lgT4MdMOzG,http://www.nelsonmandela.org,False,False
